Customer_id,Age,Gender,Revenue_Total,N_Purchases,Purchase_DATE,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher
549992,59,1,47.5,3,10/02/21,12.35,0,172,1,1,0
549993,16,1,11.5,1,11/30/21,11.5,2,939,0,0,0
549994,36,0,36.3,5,02/01/21,27.951,1,283,0,0,0
549995,42,1,38.6,4,04/30/21,3.474,0,452,0,0,1
549996,34,1,17.8,6,08/21/21,13.172,0,268,0,0,0
549997,54,1,23.2,4,01/28/21,4.176,0,350,0,1,1
549998,50,0,38.3,6,01/15/21,29.491,0,367,3,1,1
549999,26,1,34.1,7,11/13/21,32.736,2,954,3,0,1
550000,36,1,39.9,3,07/11/21,8.379,3,265,0,0,1
550001,49,1,42.5,3,06/27/21,37.825,2,212,3,1,1
550002,62,1,5.4,1,06/20/21,5.4,1,242,1,0,0
550003,37,1,37.1,3,10/11/21,28.196,2,877,1,0,0
550004,25,1,2.2,7,01/30/21,1.32,0,594,0,0,0
550005,56,0,31.7,6,08/06/21,7.608,3,836,3,1,0
550006,62,0,33.5,5,08/28/21,5.025,3,877,0,0,1
550007,22,1,10.2,3,07/16/21,2.346,3,450,0,0,0
550008,38,1,32.4,5,04/30/21,31.428,0,256,1,0,0
550009,55,1,30,1,01/27/21,30,3,130,0,1,0
550010,29,1,21.8,1,01/15/21,21.8,0,1072,0,0,0
550011,33,0,39.6,5,12/31/21,26.136,3,194,1,1,0
550012,40,1,31.1,7,12/06/21,28.301,3,172,0,0,0
550013,51,0,56.3,2,04/18/21,19.705,3,1057,2,0,1
550014,36,1,47.7,7,09/25/21,8.109,2,345,1,0,0
550015,43,1,35.8,6,11/12/21,11.456,1,621,0,0,0
550016,44,0,36.3,2,09/24/21,23.595,0,556,1,1,0
550017,62,1,58.3,1,11/22/21,58.3,2,271,1,0,0
550018,40,1,34.2,3,12/09/21,3.42,2,935,1,0,0
550019,26,1,11.8,7,04/11/21,3.186,3,1004,0,0,0
550020,38,0,41.5,5,12/15/21,29.05,3,337,0,0,0
550021,35,1,39.4,3,11/29/21,6.304,2,360,0,0,0
550022,41,1,22.1,7,12/09/21,0.221,0,503,0,0,0
550023,25,0,32.4,5,04/20/21,7.128,0,987,0,0,0
550024,34,1,35.5,3,12/19/21,4.97,3,887,0,0,0
550025,40,1,4.7,1,06/07/21,4.7,0,275,1,0,0
550026,53,1,5.8,5,06/23/21,2.9,0,415,2,0,0
550027,19,1,14.8,2,07/28/21,4.884,2,1061,0,0,0
550028,40,1,12.4,5,04/06/21,5.332,2,276,0,0,0
550029,51,0,26.8,5,01/30/21,15.812,0,540,0,1,0
550030,54,0,50.9,6,12/09/21,3.054,3,212,0,0,0
550031,19,0,32.8,2,02/09/21,29.52,0,148,0,0,0
550032,43,0,39.1,6,01/02/21,20.723,2,308,0,0,0
550033,58,1,7.9,4,04/11/21,4.029,0,321,0,0,0
550034,62,1,54.1,2,02/12/21,38.952,2,1002,1,0,0
550035,55,1,36.1,4,10/21/21,11.191,0,143,0,0,0
550036,49,0,33.6,6,02/05/21,30.24,0,358,0,0,0
550037,21,1,1.9,7,02/23/21,0.361,2,413,0,1,1
550038,19,0,56.3,7,03/25/21,23.083,1,399,0,0,1
550039,32,1,6.1,7,09/29/21,0.854,1,699,0,1,0
550040,45,1,49.7,4,04/27/21,18.389,2,473,0,0,0
550041,25,1,57.5,2,04/16/21,52.325,2,468,0,0,1
550042,31,0,45.1,7,05/05/21,2.706,0,761,1,0,0
550043,41,0,38.2,6,12/27/21,3.056,0,822,0,0,1
550044,58,1,33.9,1,03/27/21,33.9,1,250,0,0,0
550045,18,1,7.8,1,03/16/21,7.8,2,1014,3,0,1
550046,30,0,23.1,1,08/05/21,23.1,3,138,3,0,1
550047,34,0,30.9,6,12/31/21,13.905,1,945,0,0,0
550048,59,1,34.1,4,10/27/21,24.893,2,839,2,0,1
550049,39,1,35.1,2,01/30/21,25.272,0,783,0,0,0
550050,27,1,26.9,2,07/07/21,22.058,3,629,0,0,0
550051,27,0,13.2,7,08/25/21,1.452,0,867,3,0,0
550052,31,0,22.1,3,03/11/21,1.326,2,1026,0,0,0
550053,33,0,32.9,4,11/24/21,3.29,3,822,0,0,1
550054,37,1,15.2,2,01/02/21,8.664,1,549,1,0,0
550055,39,0,38.6,2,01/20/21,29.722,0,671,0,1,0
550056,58,0,19,6,12/04/21,0.57,2,584,0,0,0
550057,27,1,11.4,2,05/12/21,5.7,1,677,0,0,0
550058,50,1,21,6,10/04/21,7.98,1,1075,0,0,1
550059,63,1,37.2,4,08/25/21,8.184,3,503,1,0,0
550060,34,0,19.8,3,11/13/21,16.236,3,805,0,0,0
550061,30,0,32.8,4,10/16/21,24.272,2,777,0,0,0
550062,21,1,35.4,2,06/04/21,3.186,3,659,0,0,0
550063,18,0,43.5,1,10/11/21,43.5,0,233,0,0,1
550064,54,1,37.4,2,03/07/21,32.164,1,224,1,0,0
550065,46,0,2.2,6,08/25/21,1.694,0,695,0,0,0
550066,26,1,31.7,3,04/04/21,12.68,2,940,0,0,0
550067,29,1,12.1,1,02/25/21,12.1,2,780,3,0,1
550068,36,0,34.9,4,01/17/21,26.873,2,396,3,0,0
550069,32,0,39.5,6,02/12/21,5.925,0,971,0,0,0
550070,18,1,1.8,6,12/25/21,1.71,0,669,0,0,1
550071,18,0,39.7,2,08/26/21,33.348,3,985,0,0,0
550072,16,0,23.8,6,12/23/21,21.182,0,164,1,0,0
550073,51,0,18.7,6,01/14/21,3.927,0,981,0,1,0
550074,63,0,43.5,5,12/18/21,3.915,1,933,0,0,1
550075,44,0,55.9,3,03/09/21,15.093,0,1012,1,0,1
550076,25,1,29.7,4,10/01/21,4.752,1,574,0,0,0
550077,23,1,43.3,3,09/26/21,31.176,0,821,0,0,0
550078,19,0,16.5,6,12/26/21,16.17,1,629,2,0,0
550079,62,1,32.2,5,07/27/21,5.796,2,250,0,0,0
550080,41,1,8.1,3,07/30/21,6.966,0,297,1,0,0
550081,25,1,47.7,6,08/08/21,4.293,3,484,1,0,0
550082,35,1,30.7,7,02/28/21,5.219,1,910,0,0,0
550083,45,1,16.9,4,12/16/21,11.492,0,749,1,0,0
550084,54,0,30.9,1,02/04/21,30.9,0,264,0,1,1
550085,40,0,22.3,4,11/08/21,16.948,3,255,1,0,1
550086,43,1,35.1,3,09/30/21,17.55,1,261,0,0,0
550087,17,0,24.8,6,07/17/21,8.432,1,717,0,0,0
550088,53,1,17.7,7,10/05/21,2.301,0,658,0,0,1
550089,26,0,16,2,09/27/21,7.36,2,726,0,0,1
550090,48,0,14.4,7,04/06/21,0.864,2,272,0,0,0
550091,26,0,37.6,6,01/21/21,21.808,0,792,0,0,0
550092,35,1,34.7,7,05/22/21,17.35,0,605,0,1,0
550093,52,1,18,3,07/14/21,12.42,1,614,0,0,0
550094,60,1,5.2,3,08/08/21,1.508,1,420,1,0,0
550095,53,1,3.2,1,05/11/21,3.2,0,593,0,0,0
550096,58,1,16.9,2,06/08/21,2.704,2,826,0,0,1
550097,33,1,31.3,7,06/04/21,23.788,1,454,2,0,0
550098,49,0,31.9,7,06/26/21,17.864,0,374,0,1,0
550099,30,1,34.7,7,02/05/21,34.353,1,1021,1,0,1
550100,37,1,0.6,7,01/02/21,0.27,0,841,1,0,1
550101,21,1,19.3,3,01/02/21,4.246,2,335,0,0,1
550102,23,0,26.2,5,12/24/21,9.956,0,288,1,0,0
550103,60,1,12.3,1,10/25/21,12.3,2,774,0,0,0
550104,56,1,23.8,7,02/25/21,15.232,0,860,0,1,1
550105,34,1,28,5,11/16/21,15.12,2,645,0,0,1
550106,25,1,31.1,5,10/20/21,14.928,0,134,0,0,1
550107,50,1,18.9,6,12/29/21,0.378,2,185,3,0,0
550108,62,0,34.1,6,09/02/21,23.188,1,248,1,0,0
550109,61,1,38.4,5,12/14/21,1.152,3,852,1,0,0
550110,18,1,31.6,4,12/09/21,31.6,1,994,0,1,0
550111,46,1,2.7,5,04/23/21,1.539,3,904,0,0,0
550112,57,0,31.9,6,04/13/21,13.398,3,161,3,0,0
550113,44,1,29.9,7,01/21/21,26.91,2,649,0,1,0
550114,60,1,35,3,12/08/21,12.95,0,841,0,1,0
550115,30,0,31.5,5,06/19/21,28.035,0,360,3,0,0
550116,36,1,29.7,7,05/28/21,9.801,2,977,1,0,0
550117,61,1,55.9,6,02/25/21,10.621,0,620,0,0,1
550118,50,1,15.8,7,07/10/21,5.214,0,237,0,0,0
550119,24,0,36.5,7,01/26/21,22.995,1,282,1,0,0
550120,27,1,43.9,1,12/16/21,43.9,1,667,0,0,1
550121,18,1,20.9,6,01/11/21,11.913,1,351,0,0,0
550122,44,0,2.1,1,11/21/21,2.1,0,777,1,0,0
550123,20,1,37.2,7,10/31/21,24.924,3,219,0,0,0
550124,37,1,26,2,12/01/21,8.06,3,422,1,0,0
550125,36,0,1.3,7,11/22/21,0.897,1,213,2,1,0
550126,27,1,34.3,2,08/02/21,33.614,2,526,1,0,0
550127,41,1,34.9,1,08/08/21,34.9,0,646,0,0,0
550128,45,1,19.5,6,12/15/21,0.39,3,822,0,0,0
550129,33,1,18.6,5,08/04/21,10.974,1,543,0,0,0
550130,40,0,30.1,5,02/20/21,15.05,2,133,0,0,0
550131,55,0,31,3,02/16/21,15.81,3,832,2,0,0
550132,19,1,48.9,6,04/12/21,24.45,1,308,0,0,1
550133,53,1,48.5,2,01/22/21,33.465,2,826,0,0,0
550134,18,1,31.9,6,05/07/21,21.692,1,395,0,0,1
550135,46,1,45.5,7,10/22/21,6.37,2,868,2,0,0
550136,63,0,46.9,5,09/27/21,41.272,2,538,0,0,0
550137,57,1,30,1,07/25/21,30,0,563,0,0,1
550138,43,1,27,3,07/02/21,21.33,1,483,0,0,0
550139,38,0,1.7,6,12/18/21,0.748,3,208,3,0,0
550140,31,1,31.8,6,06/21/21,7.632,2,150,0,0,0
550141,61,0,32.6,4,07/18/21,30.644,3,193,0,1,0
550142,50,1,24,1,08/04/21,24,0,185,0,0,1
550143,17,0,6.4,3,08/16/21,0.256,2,488,0,1,0
550144,41,1,6.3,4,09/29/21,4.851,2,734,0,0,0
550145,22,1,32.6,7,12/25/21,6.846,1,181,1,0,0
550146,26,1,9.2,7,12/06/21,4.784,2,561,0,0,0
550147,24,1,39.7,4,11/13/21,34.936,3,143,0,0,0
550148,36,1,7.2,3,05/24/21,5.472,2,902,3,0,0
550149,57,0,1,1,10/06/21,1,0,994,0,0,1
550150,16,1,11.8,5,08/03/21,4.012,2,389,1,0,0
550151,62,1,48.9,5,07/25/21,29.829,2,917,1,0,0
550152,52,1,4.8,5,10/19/21,0.48,1,447,0,0,0
550153,28,1,53.5,7,07/21/21,7.49,1,299,0,0,1
550154,20,0,29.8,7,02/08/21,4.172,3,713,0,1,0
550155,33,1,39.9,1,05/13/21,39.9,0,272,1,0,0
550156,27,1,31.5,5,03/08/21,1.26,1,274,3,0,0
550157,26,0,45.3,3,04/08/21,4.077,2,889,0,0,0
550158,17,1,5.8,4,05/12/21,1.566,0,862,0,0,0
550159,41,1,12.1,3,11/30/21,8.107,3,957,0,0,0
550160,41,1,32.5,3,09/03/21,20.475,1,912,0,0,0
550161,34,1,5.8,4,06/29/21,5.22,0,644,0,0,0
550162,36,1,40,1,09/21/21,40,2,247,0,0,0
550163,57,0,49.5,3,09/29/21,11.385,2,417,0,0,1
550164,40,0,37,2,06/01/21,3.7,2,753,0,1,1
550165,62,1,35.8,7,04/05/21,11.456,1,321,3,1,1
550166,46,1,37.7,6,08/31/21,9.425,0,811,0,0,0
550167,32,1,1.1,4,09/22/21,0.176,0,818,0,0,0
550168,47,1,7.5,3,04/24/21,6.525,2,900,3,0,0
550169,21,0,4.2,4,05/23/21,2.058,2,561,0,0,0
550170,62,1,23.2,3,05/21/21,0.696,2,325,0,0,0
550171,39,0,13.2,5,06/26/21,3.828,0,407,2,0,0
550172,52,0,0.8,4,02/08/21,0.688,1,361,0,0,0
550173,37,1,19,5,12/04/21,6.84,3,1006,2,0,0
550174,29,0,27.4,4,06/09/21,20.002,0,1009,3,0,0
550175,51,1,23.3,4,07/02/21,6.757,3,175,2,0,0
550176,45,1,2.2,5,04/21/21,0.352,1,350,1,0,0
550177,22,1,36.3,5,11/29/21,19.965,0,483,1,0,1
550178,52,1,50.7,1,06/06/21,50.7,2,624,0,0,1
550179,17,0,21.4,7,10/10/21,13.482,1,637,0,0,1
550180,51,1,44.1,4,07/19/21,11.466,1,531,3,0,1
550181,59,0,37.6,5,11/22/21,15.04,3,456,0,0,0
550182,38,1,31.7,7,07/01/21,24.092,0,1035,0,0,0
550183,41,1,35.6,2,06/02/21,17.8,2,884,0,0,0
550184,45,0,3.3,2,03/10/21,1.485,3,813,2,0,0
550185,25,1,33.8,5,04/13/21,14.534,1,574,0,0,0
550186,39,1,39.7,6,08/12/21,7.543,2,151,0,0,1
550187,61,1,35.1,4,09/20/21,33.345,2,344,0,0,0
550188,27,1,29.6,2,05/20/21,5.032,1,504,0,0,0
550189,26,1,36.2,5,03/22/21,13.032,0,960,0,0,0
550190,61,1,24.3,5,08/19/21,23.328,0,456,0,1,1
550191,17,1,3.5,2,04/30/21,0.91,1,526,0,1,0
550192,49,1,6.6,6,10/27/21,3.234,3,585,0,0,0
550193,42,1,57.1,1,09/23/21,57.1,0,421,1,0,0
550194,40,0,33.1,5,10/27/21,25.818,0,286,0,0,0
550195,43,0,10.4,1,05/15/21,10.4,0,1048,0,0,0
550196,33,0,39.1,4,10/06/21,1.564,1,394,1,0,1
550197,18,0,35.1,2,02/11/21,3.159,1,963,0,0,0
550198,46,1,21.2,5,06/16/21,14.628,2,764,3,0,0
550199,32,1,27,6,02/22/21,8.37,2,561,1,0,0
550200,51,1,53.7,2,06/25/21,52.089,2,559,0,0,0
550201,33,1,11.2,1,04/12/21,11.2,2,927,1,0,0
550202,34,1,8.3,4,05/17/21,7.968,2,836,0,0,0
550203,29,0,30.5,6,02/11/21,16.47,1,1070,0,0,0
550204,45,1,49.3,6,08/03/21,29.087,2,941,3,0,0
550205,62,1,2.7,4,05/31/21,2.106,0,178,3,0,0
550206,28,1,2.6,6,01/20/21,0.416,3,718,0,0,0
550207,27,0,6.8,2,04/12/21,5.1,3,968,0,0,0
550208,42,1,14.5,2,01/06/21,9.57,3,298,0,0,1
550209,28,1,37,3,09/22/21,30.34,1,197,3,0,0
550210,29,1,15.6,2,06/10/21,10.296,2,789,0,1,0
550211,47,1,30,4,08/27/21,27.6,1,998,0,0,0
550212,46,1,5.1,3,12/19/21,0.459,0,761,0,1,1
550213,53,0,29.6,5,02/18/21,16.576,2,125,0,0,1
550214,60,1,5.8,2,04/19/21,2.552,3,777,0,0,0
550215,27,0,16.6,5,08/25/21,14.276,3,121,0,0,0
550216,29,1,57.9,2,12/11/21,8.106,1,821,3,0,0
550217,58,0,42.9,1,04/13/21,42.9,1,221,2,0,1
550218,23,1,18.2,7,05/19/21,14.742,2,883,1,0,0
550219,38,1,31.9,1,07/10/21,31.9,1,938,1,0,0
550220,34,0,47.3,3,04/11/21,44.935,0,887,1,0,0
550221,25,0,16,5,05/11/21,0.16,1,782,0,0,0
550222,30,1,21.6,6,11/09/21,12.312,1,409,0,0,0
550223,54,0,32.9,1,11/12/21,32.9,0,144,0,0,0
550224,23,0,20.5,7,09/07/21,11.89,2,625,1,0,0
550225,36,1,17,6,10/23/21,10.54,1,423,0,0,1
550226,23,0,19.8,7,06/22/21,9.9,1,369,0,0,0
550227,32,0,45.7,2,12/03/21,35.646,2,1056,0,0,0
550228,62,1,38.3,5,11/09/21,9.192,1,1068,3,0,1
550229,35,1,14.8,4,05/11/21,5.624,0,957,0,0,1
550230,42,0,33.7,3,12/09/21,23.253,1,285,0,0,0
550231,32,1,53.1,2,03/20/21,11.682,3,662,0,0,0
550232,33,1,49.3,5,11/07/21,44.863,2,309,0,0,0
550233,32,0,36.7,7,04/16/21,9.542,1,240,2,0,1
550234,30,1,20.1,6,04/17/21,19.698,3,305,0,0,0
550235,50,0,59.1,3,08/26/21,56.736,2,788,0,1,0
550236,17,1,38.6,7,09/06/21,20.844,0,576,0,1,0
550237,37,1,30.3,4,04/29/21,9.393,3,989,0,0,1
550238,56,1,6.9,3,10/15/21,3.381,1,599,0,0,0
550239,22,1,37.2,7,12/09/21,1.116,0,454,0,0,1
550240,61,1,10.7,4,03/23/21,10.593,0,643,1,1,0
550241,37,1,7.2,6,01/30/21,6.264,1,205,0,0,0
550242,23,0,24.8,4,10/04/21,13.888,1,867,0,0,0
550243,63,1,26.7,4,11/13/21,8.811,1,579,0,1,0
550244,40,1,55.1,3,12/26/21,44.631,3,406,0,0,0
550245,41,1,58.5,6,04/28/21,14.625,2,233,0,0,0
550246,25,1,8.7,6,05/27/21,3.654,1,840,0,0,0
550247,61,1,59.1,5,08/27/21,57.918,0,253,3,0,1
550248,17,0,39,1,10/10/21,39,0,1043,1,1,0
550249,17,1,21.7,1,08/30/21,21.7,2,203,0,0,0
550250,57,1,5.1,6,01/06/21,3.723,2,425,0,0,0
550251,47,0,26.9,2,09/27/21,19.637,1,525,0,0,0
550252,60,1,9.3,2,04/07/21,4.836,0,812,0,0,0
550253,33,1,22.1,2,03/27/21,6.63,0,690,0,1,0
550254,35,1,34.5,2,12/28/21,33.12,2,268,0,0,1
550255,22,1,12.4,6,11/10/21,3.348,1,443,0,1,0
550256,21,1,20.3,4,09/23/21,1.421,1,225,0,0,1
550257,56,1,28.9,6,06/30/21,19.074,2,502,0,0,0
550258,59,1,49.7,4,04/11/21,9.94,0,843,3,0,1
550259,27,0,29.8,7,04/08/21,7.45,1,648,0,0,0
550260,49,1,37.9,4,02/12/21,3.411,2,482,1,0,0
550261,52,1,32.4,6,05/27/21,9.72,2,195,0,0,1
550262,26,1,43.3,1,02/24/21,43.3,2,199,0,0,0
550263,52,1,33.2,2,11/21/21,29.548,0,673,0,0,0
550264,57,1,36.2,6,10/07/21,9.05,1,703,0,1,1
550265,20,1,16.4,2,03/29/21,5.248,2,724,1,0,0
550266,45,1,39.2,2,08/13/21,5.488,1,335,0,0,0
550267,30,0,31.3,2,11/22/21,12.52,1,1000,0,0,0
550268,21,0,17.4,6,06/09/21,10.266,2,619,0,0,1
550269,20,1,16.4,4,12/04/21,7.708,1,831,3,0,0
550270,51,0,5.5,7,08/10/21,1.32,1,572,0,1,0
550271,20,0,23.3,2,12/17/21,18.174,1,604,0,0,0
550272,39,0,58.7,5,06/18/21,27.589,3,416,0,0,1
550273,20,0,59.5,3,03/25/21,13.09,1,722,0,0,0
550274,43,1,8,5,11/30/21,7.6,3,1051,0,0,1
550275,18,1,39.3,2,12/29/21,20.043,2,230,1,0,1
550276,61,0,30.5,2,03/12/21,21.045,3,894,0,0,1
550277,51,1,31,4,01/23/21,14.26,1,679,0,1,0
550278,30,0,11,7,07/03/21,5.61,2,577,0,0,0
550279,22,1,17.4,7,11/04/21,8.526,2,885,1,1,0
550280,30,0,43.3,3,05/27/21,29.011,2,811,0,0,0
550281,26,0,10.6,2,01/21/21,1.484,3,927,0,0,1
550282,59,1,57.3,7,07/28/21,46.986,2,837,0,0,1
550283,50,1,18.4,3,07/03/21,12.144,1,471,1,0,0
550284,63,1,0.5,7,05/04/21,0.425,0,231,0,0,0
550285,25,1,44.3,3,10/05/21,37.212,0,704,0,0,0
550286,43,1,44.7,1,10/03/21,44.7,0,361,0,0,0
550287,62,1,53.7,2,11/15/21,9.129,0,900,1,1,1
550288,42,1,11.9,2,06/13/21,8.211,2,679,0,0,1
550289,45,1,0.6,6,03/24/21,0.228,1,555,0,0,0
550290,30,1,34.6,2,06/27/21,23.874,2,176,0,0,1
550291,23,1,38.9,3,07/30/21,1.945,1,1048,0,0,0
550292,16,1,16.6,7,09/21/21,10.458,3,697,0,0,1
550293,48,1,15.7,6,02/21/21,8.478,2,736,3,0,0
550294,33,1,41.7,7,09/22/21,2.502,0,127,0,0,0
550295,22,1,24.2,5,07/09/21,17.424,3,935,3,0,0
550296,63,0,43.7,3,10/25/21,3.059,1,789,0,0,0
550297,17,1,56.1,4,12/14/21,30.855,0,525,3,0,1
550298,22,0,18.9,2,06/26/21,3.591,2,1007,2,0,0
550299,49,0,51.1,2,02/13/21,7.665,1,411,0,0,0
550300,40,1,27,7,11/05/21,1.62,0,550,1,0,0
550301,38,1,58.1,3,03/21/21,13.944,1,302,0,0,0
550302,30,0,5.5,1,03/14/21,5.5,3,349,0,0,0
550303,50,1,17.5,5,04/15/21,9.45,3,260,0,0,0
550304,46,1,15.7,6,09/04/21,6.594,1,856,0,0,1
550305,20,0,14.3,6,12/28/21,1.573,2,226,0,0,0
550306,49,0,31.6,5,04/18/21,5.056,1,1029,0,1,1
550307,62,1,10.4,2,05/27/21,3.848,0,683,2,0,0
550308,62,1,33.7,1,10/12/21,33.7,3,844,1,0,0
550309,46,1,1.3,5,03/06/21,1.053,2,1037,0,0,1
550310,28,1,11.8,1,04/17/21,11.8,1,371,0,0,0
550311,62,1,17.1,2,10/25/21,16.416,0,478,1,0,0
550312,58,1,54.9,5,04/14/21,21.96,0,579,0,0,0
550313,25,1,31.7,2,06/21/21,13.314,1,742,0,0,1
550314,40,0,36.9,3,03/18/21,9.225,0,501,0,0,0
550315,35,1,14.2,1,03/21/21,14.2,2,539,0,0,1
550316,37,1,35.5,4,08/18/21,30.53,0,458,0,0,0
550317,26,0,31.3,6,10/31/21,13.146,1,860,3,1,1
550318,23,1,34.3,7,11/26/21,30.184,1,579,0,1,1
550319,60,1,22.9,5,11/23/21,12.366,0,844,0,0,1
550320,28,1,38.7,7,01/21/21,19.737,0,613,0,0,0
550321,45,0,55.1,6,09/05/21,30.305,0,451,2,0,0
550322,38,1,37.9,1,03/14/21,37.9,0,952,0,0,1
550323,60,1,34.5,1,04/14/21,34.5,0,722,1,0,0
550324,62,1,39.1,6,05/24/21,38.318,0,1021,0,0,1
550325,26,1,28.9,7,11/08/21,1.734,0,861,0,0,1
550326,26,1,22.1,7,10/25/21,4.641,0,801,0,1,0
550327,55,1,51.5,2,02/06/21,18.025,3,396,1,1,0
550328,18,0,17.1,3,12/22/21,1.026,0,222,0,0,0
550329,50,1,53.9,1,05/16/21,53.9,0,1002,0,0,0
550330,18,1,30.5,3,08/28/21,17.69,1,221,0,1,0
550331,42,0,38.9,2,06/16/21,20.617,0,1013,0,0,0
550332,59,1,51.5,6,07/16/21,7.21,3,1071,1,1,0
550333,53,1,34.4,5,04/22/21,26.144,2,853,0,0,0
550334,37,0,34.2,7,11/26/21,19.836,3,476,0,0,1
550335,23,0,28.8,5,01/27/21,21.312,1,296,0,0,0
550336,42,0,20.7,1,09/01/21,20.7,0,742,0,0,0
550337,55,0,21.9,1,01/23/21,21.9,1,588,0,1,0
550338,53,1,47.5,4,12/12/21,24.7,0,678,0,0,0
550339,56,0,28.5,4,03/25/21,17.67,0,703,0,1,1
550340,53,1,35.8,3,04/26/21,13.962,2,289,0,0,1
550341,44,1,3.5,3,02/05/21,0.735,2,281,0,0,0
550342,30,1,19,5,12/17/21,3.23,0,233,0,0,0
550343,52,0,18.1,4,01/19/21,16.109,2,648,0,0,0
550344,20,1,24.1,4,01/08/21,14.942,0,760,3,0,1
550345,60,0,8,6,12/11/21,0.32,1,646,0,0,0
550346,29,1,19.7,2,01/14/21,2.167,2,789,0,1,1
550347,32,0,49.5,4,10/31/21,33.165,2,346,0,0,0
550348,21,1,17.1,3,12/17/21,0.513,0,1067,1,0,0
550349,56,0,17,1,11/05/21,17,0,799,0,0,0
550350,34,0,35.9,7,11/15/21,18.668,3,745,0,0,0
550351,17,1,2.1,2,08/25/21,0.441,0,298,0,0,0
550352,31,0,34.7,1,07/04/21,34.7,3,1041,0,0,0
550353,19,1,14.1,3,05/05/21,8.46,0,977,0,0,0
550354,17,1,5.6,3,08/26/21,0.728,0,469,0,0,0
550355,62,1,28.9,2,05/14/21,6.069,1,557,0,0,0
550356,21,1,36.5,6,08/01/21,21.17,1,369,0,0,0
550357,36,1,29.9,3,06/11/21,10.465,1,123,0,1,0
550358,26,1,23.7,7,06/08/21,19.434,3,998,3,0,0
550359,50,1,2.5,6,03/15/21,0.925,0,423,3,0,0
550360,54,1,34.7,7,08/08/21,26.025,1,1049,0,0,0
550361,44,1,33.2,2,06/03/21,28.22,2,661,0,0,0
550362,26,0,44.9,7,12/18/21,42.206,1,1027,0,0,0
550363,44,1,7.8,3,06/02/21,1.248,2,732,0,1,0
550364,28,0,10.5,1,06/14/21,10.5,2,591,0,0,1
550365,31,1,50.9,6,04/11/21,39.702,2,712,1,0,0
550366,50,1,26.1,5,11/25/21,20.358,1,588,1,0,1
550367,43,1,34.7,2,12/13/21,34.353,1,783,0,0,0
550368,50,1,36.3,5,01/09/21,19.602,3,141,3,0,1
550369,25,1,34.3,6,05/27/21,28.469,2,817,0,0,0
550370,59,1,39,7,05/17/21,29.25,0,859,1,0,0
550371,32,0,6.7,1,01/01/21,6.7,3,454,3,0,1
550372,19,1,23.5,7,02/16/21,12.925,1,566,0,0,1
550373,29,1,57.7,1,11/08/21,57.7,0,363,1,0,0
550374,24,1,34.5,1,09/12/21,34.5,0,245,0,0,0
550375,49,1,45.3,4,08/24/21,27.633,0,222,0,0,0
550376,47,1,48.9,3,11/08/21,40.587,2,663,1,0,0
550377,19,1,12.9,7,11/15/21,5.676,2,1026,0,0,0
550378,48,1,30.9,2,12/21/21,14.832,1,315,3,0,0
550379,22,1,21.2,4,01/29/21,11.236,2,330,0,0,0
550380,57,1,38.5,2,06/28/21,35.42,1,788,1,0,1
550381,54,1,27.6,6,05/13/21,14.904,3,816,0,0,1
550382,42,1,38.5,1,12/04/21,38.5,1,312,1,0,0
550383,23,0,57.9,7,01/01/21,7.527,0,1068,1,0,0
550384,55,1,13.6,6,03/18/21,4.624,3,225,1,0,0
550385,61,0,9.4,2,06/02/21,6.204,2,989,0,0,0
550386,35,0,37.3,1,09/11/21,37.3,3,599,2,1,0
550387,60,1,23.2,4,12/27/21,7.192,2,662,1,0,1
550388,17,1,10,3,12/15/21,9.3,0,896,2,0,0
550389,62,1,13.6,2,03/07/21,3.944,0,503,1,0,0
550390,49,1,37.8,1,08/25/21,37.8,1,908,1,0,0
550391,54,0,35.7,6,05/20/21,34.629,0,640,1,0,0
550392,26,1,12.1,4,01/30/21,0.726,2,455,1,0,1
550393,43,1,8.8,4,02/27/21,2.992,2,483,1,0,0
550394,27,1,52.5,2,08/30/21,18.375,1,556,1,0,0
550395,50,1,36.1,7,10/15/21,10.469,3,329,2,0,1
550396,57,1,26.7,1,12/16/21,26.7,0,941,0,0,1
550397,29,0,32.5,1,02/11/21,32.5,0,735,0,0,1
550398,60,1,24,3,03/17/21,14.4,0,663,3,0,0
550399,46,1,11.4,7,06/30/21,6.726,0,134,3,0,0
550400,16,1,34,2,02/10/21,9.52,3,258,0,0,0
550401,39,0,47.1,5,12/10/21,37.68,0,1015,0,0,0
550402,47,1,30,7,03/07/21,11.4,3,940,3,0,0
550403,41,1,27.2,2,04/05/21,3.808,2,276,0,1,0
550404,50,1,37,5,12/18/21,6.29,0,269,0,0,0
550405,49,1,50.3,4,04/16/21,40.24,2,699,1,0,0
550406,17,0,12.2,5,01/24/21,5.246,2,1044,0,0,0
550407,23,0,20.7,5,06/11/21,16.353,0,141,1,0,0
550408,36,1,44.9,4,01/04/21,23.797,0,886,2,0,0
550409,19,1,37.8,7,12/24/21,22.302,0,684,0,0,1
550410,63,1,40,7,12/26/21,26.4,1,946,0,0,0
550411,26,0,22.9,3,10/30/21,0.916,2,341,0,1,0
550412,20,1,36,4,09/23/21,19.8,3,885,0,0,0
550413,57,1,19.8,1,10/26/21,19.8,2,942,0,0,0
550414,27,1,39.5,6,01/26/21,10.27,2,522,0,0,1
